uniprot,gene_name
F6WHC9,Ext2
F6WY46,Adamtsl1
J3QNT7,Epn2
J3QPV2,Dlc1
L7N463,Cyp2d34
Q7TRM5,Olfr730
Q80UN3,Nup153
A0A087WS38,Tshz2
A0A087WSS7,Slc26a9
B1AZ20,Cobll1
B3IYS1,COI
E0CXR0,Tmbim6
E0CXT0,Phc1
E0CXW7,Osgep
E9Q1Y3,Apob
G3UZ34,Eftud2
Q3TU17,Piga
Q3U5B0,A630072L19Rik
Q3UBN8,Bpnt1
Q3UPE1,Fgfr3
Q3UQ67,Osgep
Q3UQC8,Insrr
Q3V2W2,Ptk7
A0A087WQN6,Eef1akmt2
B9EIT4,Zfp995
E9PUD0,Zranb2
E9PV90,Slc25a22
E9PWE5,Tcf3
E9PWT1,Trrap
E9Q2P6,Alg13
E9Q391,Upp1
E9Q9S2,Cep89
G3UWZ4,Vmn2r55
G3UYR2,Egfl7
Q3MI24,Or13p5
Q3TU56,Gpc2
Q3TXM1,Tap2
Q3TZS0,Gata3
Q3U5I2,Ptbp1
Q3U879,Il10
Q3UK64,Rsf1
E9Q3N9,Efemp2
G3UX50,Daxx
G3UXD0,Try5
G5E8H5,Tpte
G5E8L5,Zfp777
Q3TDR6,Tsga10
Q3TRB1,F730043M19Rik
Q3TSR1,Vps36
Q3UJ54,Ier5
Q3V0N4,Bms1
Q8C6Y8,Rigi
A0A668KLV1,Cadm1
A0A1D5RLE9,Coq9
A0A1D5RLU2,Psme3ip1
A0A1L1SQK8,Vsig2
A0A1L1SUJ5,Tipin
A0A1W2P6Q0,Ralgapa1
A0A087WSN1,Shisal1
B9EKB8,Igf2r
B9EKJ7,Tnks1bp1
E9PZR3,Papola
E9Q478,Ccdc77
E9Q5M1,Tnk2
E9Q7C3,Plekhg4
E9Q915,Ramp1
G3UZ03,Efcab15
G3UZL8,Prc1
Q3TYB4,Npnt
Q3UEW5,Stc1
Q3UN59,Olig1
Q3UU61,St3gal1
G4W8R3,Nexn
H2ELL3,Itgal
Q3TTE1,Rbms1
Q3TTH5,Nasp
Q3TY72,Supt6
Q3U5Y1,H1f0
Q3UN20,Unc79
Q5DTR1,Rapgef6
H3BLE5,Kmt5b
A2A8V4,Zfp993
A2A9N8,Nadk
Q3TU48,Gpr35
Q3UGT5,Pygb
Q53WY0,Was
Q8BXE1,Drc3
Q8C1U0,Lhx6
Q8C2I9,Mcm5
Q8HWD7,Mill1
Q8K192,BC027582
Q8R2C1,V1rc33
Q925D0,Pcdhb4a
A0A087WPM8,Hmx1
A0A087WRR9,Phf3
D3YXU3,Cyth3
E5Q371,Cd47
Q3UK05,Map2k1
Q8BI94,Tshz3
Q8BKZ6,Dnaaf10
Q8BS76,Ppp1r18os
Q8BYB2,Gsdme
Q8C4D4,Cfap97
Q8C5V7,Rapgef1
Q8CBL0,Tfap2b
Q9QWH3,Dlx3
A4FUR6,Tdpoz4
D3YUV6,Rps9
D3YVD1,Plekho1
D3YVI7,Trim30b
D3YVW9,Ankrd45
D3YWT1,Hnrnph3
D3YY79,Ggt1
D3Z0B1,Th
D3Z0B6,Crem
D3Z108,Tmub1
D3Z1H2,Zfp788
D3Z1R2,Mthfsd
D3Z2P4,Myo10
D3Z2V3,Zfp882
D3Z7B3,Mtus1
D3Z7X7,Tpd52
F8WIS9,Camk2a
Q2VT27,Igkv4-72
Q3UPV4,Map1b
Q3USA5,Fstl5
Q6ZPH8,Maml2
Q9CTE0,Cul3
A3KGL3,Dhdds
F8WGI9,Vldlr
F8WHU3,Zyg11a
Q6Y684,Tgm6
Q6ZQK4,Ppp2r5c
Q8C1Z3,Il13ra1
M0QWQ3,Raet1e
Q2KHK7,Mal2
A0A494B8X7,Asah2
A0A494B982,Gda
A0A494B984,Sdhaf2
A0A494BA34,Trub1
A0A494BA70,Nme4
A0A338P6Z0,Ccdc188
A0A1W2P7K9,Nt5c1b
A0A1W2P8D3,Gns
Q99M30,Zfp101
M0QWR0,Map2k4
Q3UU98,Dnai2
H3BJ94,Kmt5b
H3BJN6,Frmd4a
H3BK30,Foxp1
C0LT63,Nphp1
Q14DJ1,Slc4a9
Q8BXB3,Slc8a1
S4R2D4,Shisa3
A0A0U1RNK3,Klhl25
A0A0U1RNU7,Trpm1
A0A0U1RPZ3,Herc2
A0A0U1RQ19,Man2a2
Q8C8Y3,A930002H24Rik
A0A0G2JDA7,Zfp62
A0A0G2JGD3,Tmem116
A0A0G2JGH0,Fxr1
A0A0G2JGZ1,Lrrfip2
A0A0N4SUZ1,Mical3
A0A0N4SWG8,Zfp638
A0A8I4SX68,Gon4l
A0A494BA77,Sgms1
A0A494BB26,Haus1
A0A494BBG0,Gsto2
A0A2I3BRV2,Samd4
A0A1L1SRB1,Taf1d
A0A1L1SS58,Rexo2
A0A1L1SVI6,Tyk2
A0A1Y7VL44,Ttc7b
A0A1Y7VLJ0,Zfand4
A2AGQ7,Madd
B1AQB0,Krtap4-23
B1AU64,Rs1
B2RWT8,Ppargc1b
E3SRG8,Smad4
Q2M2Q6,Or4a71
Q3TH49,Gart
Q3V1G7,Zfp951
Q501J4,Mrps10
Q9WUU4,Tnc
A0A087WPC4,Rgs6
A0A087WQF3,Tgfbrap1
A0A087WRD0,Bivm
A0A087WS19,Adhfe1
D6RCY2,Serf2
M0QWU8,Dbi
M1VMF6,Mta1
Q3TGS0,P4hb
Q3TTG4,Top2a
Q5XQM8,H2-Aa
Q7TQV6,Olfr1337
Q7TRL6,Olfr749
Q80TL9,Agtpbp1
Q8BT02,Tia1
Q8BT08,Rpl24
Q8BX69,Kif21b
Q8C5F9,Serinc1
Q8C6J3,Ticrr
Q8CDW0,Gm5114
Q8CEY0,Car14
Q8R0K1,Smarca4
Q8VC95,Prol1
Q9DAQ0,1700003H04Rik
Q9WTS9,Rbms2
A0A075B5T5,Ighv1-5
B6ZHC7,Epb41l2
D3YVI6,Cops7a
D3Z1R9,Cops4
D3Z3P8,Akr1c6
D3Z594,Gzmk
D3Z5F6,Cbx6
D3Z6A8,Homer1
D3Z782,Tfeb
I7HFT9,H1f6
Q14B51,Galnt5
Q5KTQ1,H2-K
Q6GXA5,Mmp2
Q8CEH8,Pfn1
A0A075B5N5,Igkv8-26
A0A075B641,Trav8-1
Q3U343,Zfp622
Q52KE3,Gnl1
Q62081,Myl10
V9GX52,Il6st
V9GX68,Gm28036
A0A172Q386,Cd248
H3BLK9,Espnl
M0QWL3,Rpgrip1
M0QWS4,Ufc1
Q861Q5,H13
V9GXJ7,Col27a1
A0A0A0MQ72,Slurp1
A0A0F7QZE4,HC
H3BKH6,Esd
Q8K0B9,Sult2a8
S4R203,Arhgap12
A0PK44,Or1j18
O19451,MHC class II IE-b
Q61640,H-2D4(q)
Q8C6H9,Bckdk
A0A1R3UDS6,Klk1b11
A0A1W2P6F6,Myl6
A0A1W2P782,Nt5c1b
A0A1W2P7L8,Utp20
A0A1W2P7S3,Arhgef25
A0A1Y7VL21,Zfp839
A0A1Y7VNC9,Ggps1
A0A217FL69,Mboat2
Q3YAB6,Kcnip1
Q3B855,Or11m3
Q8BJX5,St3gal1
Q8BWM2,Tnrc6a
V5TDL3,Pla2g2a
A0A0G2JE53,Dhx30
A0A0G2JEH8,Nme6
A0A0G2JF04,Csn2
A0A0G2JF59,Tars2
A0A0G2JFG0,Cgn
A0A571BED8,Rap1gap2
A0A589M209,Ercc6l2
A0A286YCG7,Slc34a1
A0A286YCA5,Tpmt
A0A286YDU9,Kcnma1
A0A0R4J0K0,Spred3
A0A0J9YTU6,Nsun5
A0A0J9YTY9,Cntrl
A0A0J9YU51,Ccnd2
A0A0N4SV76,Chmp3
A0A0N4SWE2,Pdcl
A0A0R4J076,Spmip5
A0A0R4J0F4,Ptcra
A0A0R4J1N6,Matk
E0CYD2,Kctd17
E0CYZ0,Rsph14
Q8C5X6,Fen1
Q9JI73,KLHL1
A2IQH4,Gcnt2
D6RGU7,Gmeb2
E0CYY8,Apbb2
F7B2U5,Rgs12
Q8C2Y9,Sf3b1
Q8K1P6,RARbeta1/beta3
A0A5F8MPS8,Syt6
A0A571BDP7,Rab3il1
A0A5F8MPK1,Dpp10
A0A2R8VHA2,Cyp2d12
A0A2R8VHH2,Syngap1
A0A2R8W6G1,Rbx1
A0A2Z4SYP0,H2-Eb1
A0A2Z4SYX7,H2-D1
A0A2Z4T440,H2-K1
A0A338P6E8,Hmga1
A0A338P794,Alg3
A0A1Y7VM43,Tmem179
A0A1W2P768,H3c14
A0A1W2P8A8,Reep3
A0A286YD08,Sec24c
A0A286YDB8,Elp3
A0PK48,Or51i2
A0A0U1RQ36,Mylpf
A0A0G2JDT6,Srpk2
A0A0G2JFV9,Exosc9
A0A0U1RPS1,Txnrd2
A0A811BM33,Tmem235
A0A286YCP6,Mbd1
A0A286YE28,Tkt
A0A0J9YU62,Ctbp1
A0A0J9YUI0,Zfp936
A0A0J9YV90,Tbl1xr1
A0A0N4SVW7,Herc3
A0A0R4J0D4,Nherf4
A0A0R4J1S2,Prpf40b
A0A140LHI9,Slc6a5
A0A140LHK5,Mcoln1
A0A140LIL8,Or6z1
A0A140LJ95,Umod
E9Q0U7,Hsph1
A0A1D5RL92,Cherp
A2A5K2,Pltp
E0CYI8,Abcg4
O54712,Chrne
O54796,Tnx
Q496T6,Cdk5r2
Q4FJY0,Gzmb
Q8R2M8,Trmt1
Q9CSQ7,Tex9
Q9CSZ5,Tbrg1
Z4YJY6,Tex9
A3KGG1,Disp2
B1AU25,Aifm1
B7ZNX9,Fgd5
F6QL23,Clcn1
F6TVP2,Samhd1
F6TYD6,Selenov
F6U6D4,Atrip
F6YJZ8,Speer1h
F6ZKA0,Mtbp
Q32MU3,Foxn1
Q8CFF1,Pik3cb
Q91X73,Aurkaip1
A2AN61,Ciz1
B1ATJ5,Krt32
B1AYN8,Opn1mw
B2RPV5,Tmem241
B4XVN7,Setdb2
F6VXM5,Stil
Q5NCJ4,Rapgef6
A0A668KLW3,Csnk1e
A0A2I3BQC0,Gm7324
A0A2I3BQK2,Slc7a7
A0AAG1GLY0,LOC102634529
A0A1D5RLM9,Polr2c
A0A1D5RLR2,Zfp1
A0A1D5RMD0,Cenpt
A0A1L1SRD6,Neo1
B0R090,6820408C15Rik
B1ARW4,Ndufs5
D6RFP4,Fbxo24
D6RIL6,Idh2
D6RIN7,Idua
Q05CA9,Prcc
Q7TPQ2,Nxpe5
A1YYN4,Fgfr2
A2A517,Cyth1
A2AHG3,Phf21a
A2ANY3,2010106E10Rik
A3KGU4,Sptan1
B1ARH1,Dph1
B1ATX8,Wmp
B1AWT2,Rragd
B5B2Q8,Nfatc2
F6YUI5,Dkc1
F7AIU6,Gmip
J3QNY8,Gm19965
Q52KC1,Eif4a2
A0A0A0MQG7,Urod
A0A1B0GRQ5,Aldh16a1
A0A1B0GSM5,Rasgef1b
D3YV98,Aldoa
D3YVC8,Rpusd3
H7BX54,Dhrs3
Q0VDL6,Cdk18
Q2TJH6,Pcdh11x
Q3UIJ0,Cct7
Q3UV58,Sipa1
Q80UU6,Ogfr
Q9CRV3,Trip11
Q9CX10,Slc25a27
A0A087WRN8,Shisal1
B7ZC40,Glrx2
E0CY26,Cntn6
E9Q4B9,Arpp19
F6Q6Z0,Ttn
F6TQ19,Ush2a
H8ZX72,Sry
Q3V0Y3,Gm6653
Q5NC41,1810065E05Rik
Q68G54,Dach1
Q80YB7,Car6
Q9CU74,Fam83c
E9PVC2,Zfp282
E9Q294,Il10rb
E9Q5H2,Anp32e
G3UY88,Bicd1
Q3TMY8,Eftud2
Q3TW94,Zbtb22
Q3U055,Plod2
Q3U7S9,Mvp
Q3UDC8,Eef2
Q3UDS1,Cpsf3
Q3UHT3,Adam19
Q3UJJ9,Trib3
Q3V3E3,Trmt13
Q3V3Q2,Syk
B0LAD5,Cytb
B7ZMW5,Pald1
Q32S49,Musk
Q3TG75,Oat
Q3TLD7,Ncbp3
Q3TSB0,Ubap2l
Q3TSP0,Pcmtd1
Q3UAJ6,Ccl9
Q3ZB68,Mpl
Q812D4,Ubap2l
B2RXU3,Arl6ip6
Q3U1K2,Atp2a3
A2AJQ2,Dpy19l4
B1AT87,Sphk1
Q2M2Q8,Msi2
Q3UEZ1,Pirt
Q3UZI3,Snd1
Q4VA34,Calhm2
Q4VA56,Grm5
Q8BKU2,Psmc4
A0A3B2W4A5,Ndufa11
A0A3B2W7R5,Slc26a8
A0A3B2WCD9,Vmn2r18
A0A3Q4EBU0,Tmem217
A0A3Q4EGG3,Sh2d6
A0A2I3BQP8,Gprin2
A0A2I3BRA9,Rbfox2
A0A2I3BRL9,Myh7
A0A0M5MR12,Or5b21
A0A0N4SV06,Lhfpl4
A0A0N4SV53,Lrp1b
A0A0N4SWA2,Abcg2
A0A0R4J0C4,Cpxm2
A0A0R4J0X7,Gapdhs
A0A0R4J2B6,Rbbp5
A0A0R4J2B7,Dock10
A0A140LHD8,Nrg1
A0A140LI56,Zfand6
A0A140LIL2,Tspan32
A0A140LJB0,Espn
A0A1D5RLR3,Rbm34
A0A1D5RM27,Cdh16
Q9DC82,Ctrl
D6RDD7,Mfsd2b
D6RE37,Sntg2
D6RFU2,Abhd12
F8VPR2,Fmnl2
Q27ZI9,Eif4e1b
Q496P8,Bmp5
Q497N0,Cct6b
Q8K063,Myo1d
Q8VDE6,Slc22a26
Q925J7,Ptprn
Q99N25,Rp13
Q9CYM1,Herc3
A0A0A6YWK1,Clasp1
A2A4P4,Gm27029
A2A550,Fbxl20
A2A7R6,Hpca
A2ALS4,Rap1gap
A2ANA0,Sec23b
A3KG93,Kdm1a
D6RFA7,Carm1
F7AI67,Ralgapa2
F7BJW2,Mpnd
Q05CK2,Rpl18a
A0A0A6YWX5,Cacnb2
A0A0A6YX93,Zc3h11a
A6PW46,Med24
B7ZCQ3,Hmgn2
B7ZCS8,Rgs19
B8JJD2,Fance
F6VA16,Rps6kc1
F6ZVN6,Tsr1
F7C3I9,Afdn
Q0VG92,Olfr1506
Q5SSA8,Ranbp17
Q9Z0I9,Col6a3
A0A1B0GR41,Nucb1
A0A1B0GRX4,Ppp1r15a
A0A1B0GS14,Mtg1
F6QPR1,Phb2
F6TQW2,Ighg2c
F6TRA6,Runx2
H7BX21,Txndc2
L7MU81,Btbd35f17
O88248,Zfp788
Q5DTJ2,Pak2
Q8C876,Lamp2
Q9CTF6,Rras2
A2RTK0,Syce2
E9PUH8,Aspscr1
E9PWJ0,Csmd3
E9Q2C7,Cdca8
G3UVV7,Cdc7
G3UW70,Lamtor5
G3UYC8,Cibar2
Q3TWB8,Tm9sf2
Q3TZJ2,Rabep2
Q3U068,Irf8
Q3U936,Hexa
Q3UI56,Anxa6
Q3UKJ3,Fkbp1a
Q3ULJ5,Psmd3
Q3UQS4,Arhgap33
Q3UUN5,Pten
Q9D193,Cdk4
B9EIW1,Hrc
E9PZX1,Dthd1
E9Q0E2,2700049A03Rik
E9Q0F8,Rabl2
E9Q307,Phldb1
E9Q350,Baiap3
E9QA02,Slc6a9
G3UXJ3,Mocs1
Q3TBE2,Synpo
Q3U4X4,Gem
Q3UA53,Ppa1
Q3UHW9,Cfl2
Q3UJK6,Sirt2
Q3UNG2,Prkcd
Q3UQG5,Chd1
Q3USU7,Gm15998
Q3UVR2,Cntfr
Q3UY41,Tle4
V9GWW2,Sema4a
A0A2I3BPM0,Nek4
A0A2I3BPV3,Nrl
A0A2I3BQT1,Or2ab1
A0A1L1SSP3,Pafah1b2
A0A1L1ST61,Higd1a
A0A1L1SUP5,Arhgef12
A0A1Y7VNM3,Ctsl
A0A0A6YW93,Mme
A0A0A6YWY3,Tnr
A0A1B0GR22,Plekha4
A0A1B0GR51,Rnf170
A0A1B0GR58,Lhpp
A0A1B0GRW9,Ldha
A2A7K5,Mycbp
A2AA65,N4bp3
B1AT97,Tmem94
F6WB49,Suv39h2
F6WRF1,Acp4
F6XV41,Endov
Q3UNG3,Ifit1
Q4KL69,Lsm14b
Q5SUS8,Ewsr1
Q8BRV3,Mre11a
A2AQD5,Itprid2
B1AR10,Mllt6
B9EJ97,Atp7a
B9EKS3,D5Ertd579e
F6PYI8,Prodh
F6S4J6,Aspdh
H8ZX63,Sry
L7N261,Speer4d
Q3V122,Mcm7
Q8BXG6,Nprl3
E9PUA6,Kctd9
E9PY70,Tlcd1
E9PZC5,Dph3
E9Q1M1,Pdzd2
E9Q1S9,Cst12
E9Q674,Mier2
G3UWS0,Rpp21
G3UWY9,Tbc1d14
G3UZ85,Dtnb
G3UZY0,Adam32
G3X9F7,Ddx60
Q3U2L4,Csf2rb
Q3U7F6,Zfp422
Q3UE29,Psap
Q3UGF2,Kat7
Q3UIX3,Pkp4
Q3ULD3,Rab20
Q3USF1,Rhbdl1
V9GWX4,Syt6
A2BI30,RP24-297H17.3
E9PV69,Cacul1
E9PV73,Hpca
E9PVW1,Zkscan7
E9PWI6,Gcc2
E9Q4P7,Rsl24d1
E9Q500,Mier2
E9Q981,Zfp976
G3UWC6,Cox16
G3UWV5,Gne
G3UXT8,Bag6
G3UZ46,Pde4b
Q3TGE4,Prkcd
Q3TIS9,Tyk2
Q3U2F2,Arfgef2
Q3UBY9,P4hb
Q3URV4,Lamc1
B7ZNE9,Dzip1l
Q3TC68,Alox5
Q3TMF4,Nras
Q5U413,Igh
A2API5,Lrp1b
E9QL25,Kdm2b
F6RF61,Ctu2
F6RQR3,Bicdl1
F6RYA6,Alas1
F6T8X6,Sec16a
Q4VA39,Mgmt
Q569W0,H2-D1
A0A087WP96,Rad54l2
A0A087WS03,Pign
A0A087WS95,Rrp9
A0A087WSK0,1700088E04Rik
Q3TAJ5,Rsl1d1
Q3TQB4,Scai
Q3TW74,Mthfd1
Q5UCA9,Rnase4
Q6NSS5,Kif5b
Q7TPS9,Ncbp3
Q7TPT8,Zfp395
Q80U80,mKIAA0091
Q80VV4,Slco2b1
Q8BL12,Setd2
Q8BNX6,Hoxc8
Q8BTI0,Klhl5
Q8BVM6,Ppp1r2
Q8BYG8,4930519F16Rik
Q8BZ06,Oas1f
Q8C7H9,F5
Q8C9D3,Scaf8
Q8CFK9,Virma
Q8VCB6,Dlg5
A0A087WS59,Srgap2
B1AZA0,Gm14525
D3YU42,Ogfod2
D3Z471,Ms4a15
Q6PAR8,Zfp142
Q8BJH6,Fli1
Q8C4I7,Fbxw9
Q9CT50,Zc3h13
V9GXB9,Rhox2c
A0A9L6KDX8,Creld1
A0A494B9E1,Gm14496
A0A494B9I7,Cuedc2
A0A494B9N5,Scd1
A0A2X0U2I4,DOCK11
A0A2Z4SXC0,H2-D1
A0A338P7K1,Cryzl1
A0A1R3UCH5,Klna6
A0A1W2P7U6,2610008E11Rik
A0A1Y7VI41,Tlr3
A0A087WPV9,1700019A02Rik
F6SV01,Sidt2
O89055,Myh9
Q3V0T5,Gm10382
Q7M6Z9,Klc1
Q7TMH7,Sfpq
Q80TJ5,Tro
Q80VZ1,Capn6
Q80X11,Kcnn2
Q811N7,Eya2
Q8C4V6,Gm9752
Q8C5B1,Cln3
Q9Z1U6,Or13a20
D3YZA4,Pgap2
D3Z3H0,Ino80e
H3BKR6,Usp1
O70162,Mzf1
Q3TVS1,App
Q8BJU4,Gm9905
Q8C8R2,Cyfip1
Q8CGG9,Fes
Q99PH4,Aldh3a2
Q9CUZ6,Fzd7
Q9CVX1,4930579F01Rik
A0A075B5L8,Igkv4-79
D3YUL0,Zfand2a
D3YV40,Nell1
D3YWU9,Osbpl5
D3YYQ9,Apc2
D3YZV3,Gsta2
D3Z1A3,Slc26a9
D3Z2E2,Actl6b
D3Z2P7,Kpna7
D3Z3P7,Cbfa2t3
D3Z3T8,Tcp10a
D3Z510,Aldoa
D3Z5D7,Insc
D3Z5I5,Eps8
Q3B883,Or10aa3
Q8C7Y0,Gm9915
Q8CEA2,Notumos
Q8VC93,Eri3
Q9D971,1700128E19Rik
A2AQA7,Aqr
F8WIY7,Stard13
A0A171EBL0,Cfap100
Q1AHQ7,Il15
Q1XD56,Musk
W8W3G3,Mrgprb2
A6YR19,Pde8b
Q562F8,Zfp46
Q566C3,Gpt
Q571K9,Plcb3
B2RXV9,Slc6a5
K7N6G6,Gm16440
K7N741,Vmn2r36
Q3UK07,Ifi27
Q6ISX3,Zc3h4
S4R176,Hspa12b
A0A0U1RP86,Or3a1d
A0A0U1RP93,Mylpf
A0A0U1RPQ4,Mrpl35
A0A2R8VHI3,Pcbp2
A0A2R8VHZ9,Xrcc6
A0A2R8VJN5,Atg101
A0A2X0SZ21,PIK3R2
A0A1W2P750,Ppp1r12a
A0A1Y7VLJ9,Pcdh19
A0A1W2P6F1,Lilrb4a
A0A1W2P887,Myt1l
G5CJW8,Gria1
Q3TAE7,Mylip
Q3TSM7,Kif3b
Q5SX53,Slc25a11
Q9CVZ4,1700010L04Rik
A0JLN6,Tbl3
B2RQ03,Fndc8
Q3TUI9,Psma5
A2AC13,Rac3
A2AU60,Raly
B2RUC3,Ercc5
F6RDL4,Mfsd13b
F6RQN3,Atp2a1
F6SUE5,Casp4
F6TGP8,Skp1
L7N2E5,Vmn2r39
M0QW98,Stradb
Q542V6,Rcan1
Q62487,unknown
Q8CBB8,Mtcl2
Q9CVR3,1700065D16Rik
A2N6K8,Tcp10
A8DUP0,Hbbt1
M0QWE6,Stradb
Q8BM27,Lyz3
Q8N9U3,Acss2
Q8VDP7,Il13ra1
A0A087WS40,Cacna1c
D3YU76,Satb1
D3YUR4,Hs3st1
D3YW66,Coq6
D3YXW6,Zfp583
D3YXY6,Clip3
D3YY31,Slco2b1
D3Z0Z5,Diras1
D3Z4K1,Rnmt
Q5R1F3,TRAV13D-3
Q6P1F5,Hip1r
Q7TQE1,Med15
Q8BWV2,Vps16
Q8CBS7,Tulp3
Q8CCS3,Pcdhb6
Q8R4E5,Usf1
Q8R4U3,Sema6c
Q920W0,FUT4
Q9D3I9,Zfp275
Q9R1L0,Muc2
A0A068BFS4,Ring1
A3KGR9,H13
F8WIZ7,Osbpl6
Q3TNQ6,Phlpp2
Q5NC03,Limk2
A2N3K1,VA11.1
H3BJX4,Satb2
M0QWN2,Map2k2
A1L0V5,Stk33
H3BKT5,Ahcyl2
H3BLJ6,Ddx27
Q7TPL8,A430033K04Rik
Q8C343,Rexo1
A0A2Z4SX34,H2-Aa
A0A2Z4SXG8,H2-D1
A0A2Z4T1P5,H2-K1
A0A338P6Z3,Arl13b
A0A338P795,Itgb5
A0A1W2P719,Slc10a1
A0A1Y7VJM8,Zfp934
B1ASW6,Trappc1
D3YUH0,Tex30
D3YUQ6,Ssc4d
D3YUS8,Cul1
D3YZ21,D430041D05Rik
D3Z0Q4,Mthfsd
D3Z0V8,Wdr91
D3Z7J4,Nr3c2
G8XSM1,Lcn6
K4DI63,Creg1
Q3TER1,Apba3
Q6IR05,Smc2
Q6LEB3,Pdx1
Q6PAS4,Dchs1
Q6PE75,Baz2a
Q8BJG2,Farsa
Q8C1P3,Acbd4
V9GX84,Tmem196
A0A075B624,Trav15d-1-dv6d-1
F8WGT4,Fsd1l
Q2KHS9,Igh
A7MCT3,Ccdc81
E9QK54,Serpina11
H3BIX5,Gbf1
H3BK78,Bnc2
H3BKH2,Mia2
H3BKQ1,Pan3
H3BLB9,Pan3
Q6W046,Olfr766
Q7TS25,Olfr55
D0EY27,Ins2
Q3MI20,Or5c1
Q571J7,Ppp2r2a
Q571L0,Scand1
Q6RJ37,H2-K1
Q6W058,Olfr384
Q8BMR5,Adam34
S4R2N1,Ccnd3
A0PJ68,Ccdc174
Q8BMT7,Usp28
A0A0U1RPQ6,Grik5
A0A0G2JE02,Paxip1
A0A0G2JFM3,Depdc5
A0A571BDK5,Ccdc30
A0A5F8MPN0,Nrg1
A0A3B2W7G1,Qpct
A0A3B2WCF6,Map3k4
A0A3G2LU46,cytb
A0A286YD40,Slc9a3
A0A286YD29,Scgn
A0A286YDH6,Cadps
A0A286YDR7,Kcnma1
A0A0G2JGE1,Kyat3
A0A0R4J176,Nudt6
A0A0R4J1R5,Ifi214
A0A0J9YU54,Dcp2
A0A0J9YU83,Morc3
A0A0N4SV89,Jagn1
A0A494B9W7,Tcerg1
A0A494BAQ7,Cbs
A0A494BBC5,Gm36368
A0A494BBH2,Slc37a1
A0A2Z4T478,H2-K1
A0A338P6M6,Liph
A0A3B2W7C3,Pcp4
A0A3B2WD95,Vmn2r84
A0A286R3P2,H2
A0A286YCN8,Sorbs1
Q14BE1,Slc35d1
Q66I45,Mtmr3
S4R1I3,Xpnpep1
K7N652,Vmn2r50
O78207,H2-D1
Q9R0M7,Akr1c12
A0A0U1RPR3,Sez6l2
A0A0G2JDF8,Srrt
A0A0G2JER1,Hadhb
A0A0G2JG49,Trafd1
A0A0G2JGE5,Anapc5
A0A0G2JGL8,Dhx30
A0A0G2JGQ2,Mknk2
A0A0R4J1F8,Wdhd1
A0A0R4J1N8,Rdh13
A0A0J9YU29,Zfp512
A0A3B2WD00,Slc26a8
A0A3Q4EGQ4,BC004004
A0A286YCG3,Ppp6r3
A0A286YDT7,Arhgef33
A0A0J9YUZ3,Potefam3c
A0A0J9YV46,Mtpn
A0A0N4SUQ1,Serbp1
A0A0R4J0I4,Chtf18
A0A0R4J0W4,Car12
A0A140LIL0,Prss23
A0A0X1KG58,Cd19
A0A140LJ72,Muc16
Q8VE87,Wdr33
Q05DT4,Cdc5l
Q497S3,Pramel31
Q546A8,Cdh16
Q8K118,Cyfip2
Q99M14,Ctss
Q9CZV7,Sh3gl3
Q9D3K4,Spint1
Q9D576,4930505O20Rik
Q9DCU1,Gsta3
Q9JKN2,Slc30a5
A2A8M8,Pramel11
D6RJK5,Fgfr2
Q3TAR7,Psmb9
A0A0A6YX31,Pcdhb8
A0A0A6YXG0,Stx6
A2AHJ7,Dgkz
F6U693,Gm28036
F6VCI2,Tanc2
F6YYP1,Pigq
A0A2I3BPP1,Tsc2
A0A2I3BQL4,Styx
A0A2I3BRG9,Gm49356
A0A0R4IZY4,1700037C18Rik
A0A140LIA5,Muc16
A0A1D5RLI6,Tk2
A0A1L1SSZ5,Or4a75
B3Y5T0,Hrh1
E0CY72,Alkbh1
E0CZF5,Wtap
Q545V6,Sst
Q99JQ9,Klc4
Q99PH6,Tro
Q9CSM4,Rpl27
D6RH75,Thap12
D6RJJ7,Usp21
F6R5G3,Zfp512b
O70366,Trp53
Q05CE4,Wwp1
Q9CTE1,Nap1l5
Q9D359,Gpr165
A0A0A6YW42,Fubp3
A0A0A6YWH4,Slc38a3
A0A0A6YWT7,Qrich1
F6XWI6,Dctn6
F6ZSN2,Kcnma1
F7ANR8,Slc25a23
F7BGB3,4930519G04Rik
J3QPT3,Rbm14
Q6A082,Zbtb39
A0A0B4J1P0,Ms4a2
A0A1B0GR50,Snrnp70
A0A1B0GRH6,Zscan4-ps3
A0A1B0GSG9,Uevld
A0A1B0GSI0,Neb
D3Z3N7,Mdfi
D3Z617,Sval2
E9QPX6,AW554918
F6UKG4,Plch2
F7CZ33,Krtap12-23
F7DAN4,Chpt1
G8CZ87,4930503L19Rik
J3QPL7,Axdnd1
O88294,paxillin
Q24JP2,Asxl1
A2AT36,Proser2
E0CXI5,Coq8a
F6QJJ3,Cspp1
L7N255,Gm3099
Q31168,H2-D1
Q7TPG1,Pde10a Mus musculus
Q8CDZ9,Tgfb2
Q8K2T5,Tlr4
A2ASL5,Gzf1
A5A8K4,Ica1
E9PUW2,Iqch
E9PXQ6,Slc29a1
E9Q387,Tead1
E9Q5C5,Rb1
E9Q5T2,Irf5
E9Q7M5,Cnot2
E9QB01,Ncam1
G3UYN9,Ciao1
G3UZF8,Dnmt3a
G4W8R4,Nexn
Q3TH64,Cyb5b
Q3TZG9,Slc4a1
Q3UCF7,Dlgap4
Q3UF82,Mapk1
Q3USG7,9330020H09Rik
Q78QY6,Atg4d
